"filename", "language", "JSON", "YAML", "JSON with Comments", "XML", "Markdown", "HTML", "TypeScript", "CSV", "Skill", "Python", "PowerShell", "Groovy", "JavaScript", "PostCSS", "C#", "ASP.NET Razor", "XAML", "comment", "blank", "total"
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\quality-scan-workflow-integrity.md", "Markdown", 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 211
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\classification-reference.md", "Markdown", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 64
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\complex-workflow-patterns.md", "Markdown", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 124
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\convert-process.md", "Markdown", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 107
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\quality-dimensions.md", "Markdown", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 54
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\script-opportunities-reference.md", "Markdown", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 101
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\script-standards.md", "Markdown", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 93
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\skill-best-practices.md", "Markdown", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 110
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\standard-fields.md", "Markdown", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 145
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\references\template-substitution-rules.md", "Markdown", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 36
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\report-quality-scan-creator.md", "Markdown", 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 259
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\scripts\generate-convert-report.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 358, 0, 0, 0, 0, 0, 0, 0, 18, 31, 407
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\scripts\generate-html-report.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 485, 0, 0, 0, 0, 0, 0, 0, 22, 33, 540
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\scripts\prepass-execution-deps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 39, 44, 289
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\scripts\prepass-prompt-metrics.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 36, 40, 286
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\scripts\prepass-workflow-integrity.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 354, 0, 0, 0, 0, 0, 0, 0, 54, 73, 481
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\scripts\scan-path-standards.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 40, 43, 300
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\scripts\scan-scripts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 589, 0, 0, 0, 0, 0, 0, 0, 65, 92, 746
"d:\workshops\eShop\.github\skills\bmad-workflow-builder\scripts\tests\test_generate_convert_report.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 24, 37, 244
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\bmad-skill-manifest.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\data\01-start-understand-routing.md", "Markdown", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\data\02-explore-sections-routing.md", "Markdown", 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 232
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\data\03-synthesize-present-routing.md", "Markdown", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\data\04-generate-signoff-routing.md", "Markdown", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 32
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\data\05-build-contract-routing.md", "Markdown", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 39
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\data\06-build-signoff-internal-routing.md", "Markdown", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 29
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-01a-understand-situation.md", "Markdown", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 103
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-01b-determine-if-needed.md", "Markdown", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 114
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-01c-offer-extract.md", "Markdown", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 113
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-01d-extract-info.md", "Markdown", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 121
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-01e-detect-starting-point.md", "Markdown", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 116
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02a-explore-realization.md", "Markdown", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 125
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02b-explore-solution.md", "Markdown", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 108
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02c-explore-why-it-matters.md", "Markdown", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 113
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02d-explore-how-we-see-it-working.md", "Markdown", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 109
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02e-explore-paths-we-explored.md", "Markdown", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 108
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02f-explore-recommended-solution.md", "Markdown", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 106
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02g-explore-path-forward.md", "Markdown", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 118
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02h-explore-value-we-create.md", "Markdown", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 120
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02i-explore-cost-of-inaction.md", "Markdown", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 117
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02j-explore-our-commitment.md", "Markdown", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 113
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-02k-explore-summary.md", "Markdown", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 106
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-03a-reflect-back.md", "Markdown", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 115
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-03b-synthesize-document.md", "Markdown", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 122
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-03d-present-approval.md", "Markdown", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 127
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-04a-offer-signoff.md", "Markdown", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 122
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-04b-determine-business-model.md", "Markdown", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 125
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05a-contract-overview.md", "Markdown", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 106
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05b-contract-business-model.md", "Markdown", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 124
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05c-contract-scope.md", "Markdown", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 124
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05d-contract-payment.md", "Markdown", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 139
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05e-contract-timeline.md", "Markdown", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 112
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05f-contract-availability.md", "Markdown", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 115
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05g-contract-confidentiality.md", "Markdown", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 120
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05h-contract-not-to-exceed.md", "Markdown", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 127
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05i-contract-work-initiation.md", "Markdown", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 118
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05j-contract-terms.md", "Markdown", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 115
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05k-contract-approval.md", "Markdown", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 113
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-05l-finalize-contract.md", "Markdown", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 122
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-06a-build-internal-signoff.md", "Markdown", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 146
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\steps-c\step-06b-finalize-signoff.md", "Markdown", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 119
"d:\workshops\eShop\.github\skills\wds-0-alignment-signoff\workflow.md", "Markdown", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 147
"d:\workshops\eShop\.github\skills\wds-0-project-setup\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\workshops\eShop\.github\skills\wds-0-project-setup\bmad-skill-manifest.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\agent-guides\freya\design-system.md", "Markdown", 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 334
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\agent-guides\freya\specification-quality.md", "Markdown", 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 263
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\00-project-info.template.md", "Markdown", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 84
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\content-language.template.md", "Markdown", 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 246
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\contract.template.md", "Markdown", 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 298
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\inspiration-analysis.template.md", "Markdown", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 105
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\pitch.template.md", "Markdown", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 94
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\platform-requirements.template.md", "Markdown", 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 219
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\platform-requirements.template.yaml", "YAML", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 70
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\00-context.md", "Markdown", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 71
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\02-vision.md", "Markdown", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 86
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\03-users.md", "Markdown", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 83
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\04-concept.md", "Markdown", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 83
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\06-inspiration.md", "Markdown", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 73
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\07-positioning.md", "Markdown", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 87
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\USAGE.md", "Markdown", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 82
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\decisions.md", "Markdown", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 86
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief-dialog\progress-tracker.md", "Markdown", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 77
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\project-brief.template.md", "Markdown", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 188
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\service-agreement.template.md", "Markdown", 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 278
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\signoff.template.md", "Markdown", 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 189
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\simplified-brief.template.md", "Markdown", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-1-project-brief\templates\visual-direction.template.md", "Markdown", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 210
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-2-trigger-mapping\templates\feature-impact.template.md", "Markdown", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 48
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-2-trigger-mapping\templates\persona-document.template.md", "Markdown", 0, 0, 0, 0, 344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 486
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-2-trigger-mapping\templates\trigger-map.template.md", "Markdown", 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 170
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-4-ux-design\templates\page-specification.template.md", "Markdown", 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 83, 315
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-4-ux-design\templates\scenario-overview.template.md", "Markdown", 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 160
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-7-design-system\templates\catalog.template.html", "HTML", 0, 0, 0, 0, 0, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50, 364
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-7-design-system\templates\component-library-config.template.md", "Markdown", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 66
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-7-design-system\templates\component.template.md", "Markdown", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 135
"d:\workshops\eShop\.github\skills\wds-0-project-setup\resources\wds-7-design-system\templates\design-tokens.template.md", "Markdown", 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 169
"d:\workshops\eShop\.github\skills\wds-0-project-setup\steps\step-01-welcome.md", "Markdown", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 184
"d:\workshops\eShop\.github\skills\wds-0-project-setup\steps\step-02-structure.md", "Markdown", 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 226
"d:\workshops\eShop\.github\skills\wds-0-project-setup\templates\folder-guides\00-design-log.template.md", "Markdown", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 60
"d:\workshops\eShop\.github\skills\wds-0-project-setup\templates\folder-guides\00-design-system.template.md", "Markdown", 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 65, 252
"d:\workshops\eShop\.github\skills\wds-0-project-setup\templates\folder-guides\00-product-brief.template.md", "Markdown", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 60
"d:\workshops\eShop\.github\skills\wds-0-project-setup\templates\folder-guides\00-trigger-map.template.md", "Markdown", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 67
"d:\workshops\eShop\.github\skills\wds-0-project-setup\templates\folder-guides\00-ux-scenarios.template.md", "Markdown", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 86
"d:\workshops\eShop\.github\skills\wds-0-project-setup\workflow.md", "Markdown", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 105
"d:\workshops\eShop\.github\skills\wds-1-project-brief\SKILL.md", "Skill", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\workshops\eShop\.github\skills\wds-1-project-brief\bmad-skill-manifest.yaml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\positioning-explore.md", "Markdown", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 113
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\positioning-open-conversation.md", "Markdown", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 73
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\positioning-reflect-confirm.md", "Markdown", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 99
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\positioning-synthesize.md", "Markdown", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 133
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\tone-of-voice-example.md", "Markdown", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 53
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\tone-of-voice-output-template.md", "Markdown", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 77
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\vision-explore.md", "Markdown", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 76
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\vision-open-conversation.md", "Markdown", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 75
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\vision-reflect-confirm.md", "Markdown", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 73
"d:\workshops\eShop\.github\skills\wds-1-project-brief\data\vision-synthesize.md", "Markdown", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 82
"d:\workshops\eShop\.github\skills\wds-1-project-brief\steps-c\step-00-simplified-brief.md", "Markdown", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 144
"d:\workshops\eShop\.github\skills\wds-1-project-brief\steps-c\step-01-init.md", "Markdown", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 104
"d:\workshops\eShop\.github\skills\wds-1-project-brief\steps-c\step-02-vision.md", "Markdown", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 102
"d:\workshops\eShop\.github\skills\wds-1-project-brief\steps-c\step-03-positioning.md", "Markdown", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 108
