"filename", "language", "JSON", "YAML", "censitive", "JSON with Comments", "XML", "PowerShell", "TypeScript", "Markdown", "Mermaid Radar", "C#", "PostCSS", "ASP.NET Razor", "XAML", "JavaScript", "HTML", "comment", "blank", "total"
"d:\workshops\eShop\src\EventBusRabbitMQ\EventBusOptions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"d:\workshops\eShop\src\EventBusRabbitMQ\EventBusRabbitMQ.csproj", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\workshops\eShop\src\EventBusRabbitMQ\GlobalUsings.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMQEventBus.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 0, 0, 0, 0, 0, 17, 61, 322
"d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMQTelemetry.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 13
"d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMqDependencyInjectionExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 10, 11, 47
"d:\workshops\eShop\src\EventBus\Abstractions\EventBusSubscriptionInfo.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\workshops\eShop\src\EventBus\Abstractions\IEventBus.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\EventBus\Abstractions\IEventBusBuilder.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"d:\workshops\eShop\src\EventBus\Abstractions\IIntegrationEventHandler.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 15
"d:\workshops\eShop\src\EventBus\EventBus.csproj", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\workshops\eShop\src\EventBus\Events\IntegrationEvent.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"d:\workshops\eShop\src\EventBus\Extensions\EventBusBuilderExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 6, 8, 41
"d:\workshops\eShop\src\EventBus\Extensions\GenericTypeExtensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 5, 27
"d:\workshops\eShop\src\EventBus\GlobalUsings.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"d:\workshops\eShop\src\HybridApp\App.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 4, 26
"d:\workshops\eShop\src\HybridApp\App.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\workshops\eShop\src\HybridApp\Components\Layout\FooterBar.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8
"d:\workshops\eShop\src\HybridApp\Components\Layout\FooterBar.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 3, 23
"d:\workshops\eShop\src\HybridApp\Components\Layout\HeaderBar.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 5, 35
"d:\workshops\eShop\src\HybridApp\Components\Layout\HeaderBar.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 10, 69
"d:\workshops\eShop\src\HybridApp\Components\Layout\MainLayout.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 3, 14
"d:\workshops\eShop\src\HybridApp\Components\Layout\MainLayout.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\Catalog.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 12, 62
"d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\Catalog.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 15, 117
"d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\CatalogSearch.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 7, 76
"d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\CatalogSearch.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 15, 108
"d:\workshops\eShop\src\HybridApp\Components\Pages\Item\ItemPage.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 5, 11, 88
"d:\workshops\eShop\src\HybridApp\Components\Pages\Item\ItemPage.razor.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 9, 54
"d:\workshops\eShop\src\HybridApp\Components\Routes.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"d:\workshops\eShop\src\HybridApp\Components\_Imports.razor", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"d:\workshops\eShop\src\HybridApp\GlobalSuppressions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 22, 2, 32
"d:\workshops\eShop\src\HybridApp\HybridApp.csproj", "XML", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 19, 88
"d:\workshops\eShop\src\HybridApp\MainPage.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 15
"d:\workshops\eShop\src\HybridApp\MainPage.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\HybridApp\MauiProgram.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1, 10, 36
"d:\workshops\eShop\src\HybridApp\Platforms\Android\AndroidManifest.xml", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\HybridApp\Platforms\Android\MainActivity.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\workshops\eShop\src\HybridApp\Platforms\Android\MainApplication.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"d:\workshops\eShop\src\HybridApp\Platforms\Android\Resources\values\colors.xml", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"d:\workshops\eShop\src\HybridApp\Platforms\Android\Resources\xml\network_security_config.xml", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"d:\workshops\eShop\src\HybridApp\Platforms\MacCatalyst\AppDelegate.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 10
"d:\workshops\eShop\src\HybridApp\Platforms\MacCatalyst\Program.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 3, 3, 16
"d:\workshops\eShop\src\HybridApp\Platforms\Tizen\Main.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"d:\workshops\eShop\src\HybridApp\Platforms\Tizen\tizen-manifest.xml", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"d:\workshops\eShop\src\HybridApp\Platforms\Windows\App.xaml", "XAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
"d:\workshops\eShop\src\HybridApp\Platforms\Windows\App.xaml.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 9, 5, 24
"d:\workshops\eShop\src\HybridApp\Platforms\iOS\AppDelegate.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 10
"d:\workshops\eShop\src\HybridApp\Platforms\iOS\Program.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 3, 3, 16
"d:\workshops\eShop\src\HybridApp\Properties\launchSettings.json", "JSON", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\workshops\eShop\src\HybridApp\Resources\AppIcon\appicon.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"d:\workshops\eShop\src\HybridApp\Resources\AppIcon\appiconfg.svg", "XML", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 44
"d:\workshops\eShop\src\HybridApp\Resources\Images\dotnet_bot.svg", "XML", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
"d:\workshops\eShop\src\HybridApp\Resources\Splash\splash.svg", "XML", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 44
"d:\workshops\eShop\src\HybridApp\Services\CatalogJsonContext.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\workshops\eShop\src\HybridApp\Services\CatalogService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 13, 70
"d:\workshops\eShop\src\HybridApp\Services\ProductImageUrlProvider.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 10
"d:\workshops\eShop\src\HybridApp\wwwroot\css\app.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 14, 25, 184
"d:\workshops\eShop\src\HybridApp\wwwroot\css\normalize.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 126, 72, 344
"d:\workshops\eShop\src\HybridApp\wwwroot\icons\arrow-left.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\workshops\eShop\src\HybridApp\wwwroot\icons\cart.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\HybridApp\wwwroot\icons\close.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\workshops\eShop\src\HybridApp\wwwroot\icons\filters.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\workshops\eShop\src\HybridApp\wwwroot\icons\trash.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\workshops\eShop\src\HybridApp\wwwroot\icons\user.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\workshops\eShop\src\HybridApp\wwwroot\images\apple-pay.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\HybridApp\wwwroot\images\google-pay.svg", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"d:\workshops\eShop\src\HybridApp\wwwroot\images\logo-footer.svg", "XML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"d:\workshops\eShop\src\HybridApp\wwwroot\images\logo-header.svg", "XML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"d:\workshops\eShop\src\HybridApp\wwwroot\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 6, 24
"d:\workshops\eShop\src\Identity.API\Configuration\Config.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 9, 10, 193
"d:\workshops\eShop\src\Identity.API\Data\ApplicationDbContext.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 8, 3, 23
"d:\workshops\eShop\src\Identity.API\Data\Migrations\20230925223402_InitialMigration.Designer.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 2, 82, 325
"d:\workshops\eShop\src\Identity.API\Data\Migrations\20230925223402_InitialMigration.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 3, 23, 236
"d:\workshops\eShop\src\Identity.API\Data\Migrations\ApplicationDbContextModelSnapshot.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 1, 82, 322
"d:\workshops\eShop\src\Identity.API\GlobalUsings.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 114, 157
"d:\workshops\eShop\src\Identity.API\Identity.API.csproj", "XML", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 58
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\ForgotPasswordViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\LoggedOutViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\LoginViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 3, 18
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\LogoutViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\RedirectViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\RegisterViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\ResetPasswordViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 4, 22
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\SendCodeViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\VerifyCodeViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 5, 20
"d:\workshops\eShop\src\Identity.API\Models\ApplicationUser.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 1, 32
"d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ConsentInputModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ConsentOptions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ConsentViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ProcessConsentResult.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ScopeViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"d:\workshops\eShop\src\Identity.API\Models\ErrorViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 1, 10
"d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\AddPhoneNumberViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\ChangePasswordViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 22
"d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\ConfigureTwoFactorViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\FactorViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\IndexViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\SetPasswordViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\VerifyPhoneNumberViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"d:\workshops\eShop\src\Identity.API\Program.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 7, 16, 58
"d:\workshops\eShop\src\Identity.API\Properties\launchSettings.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\AccountController.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 0, 54, 49, 334
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\AccountOptions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 5, 17
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\ExternalController.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 38, 35, 239
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\ExternalProvider.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 3, 11
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\LoggedOutViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 2, 6, 19
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\LoginInputModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 4, 16
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\LoginViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 6, 18
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\LogoutInputModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 4, 11
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\LogoutViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 4, 11
"d:\workshops\eShop\src\Identity.API\Quickstart\Account\RedirectViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 5, 12
"d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ConsentController.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 27, 34, 248
"d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ConsentInputModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 4, 15
"d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ConsentOptions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 5, 16
"d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ConsentViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 5, 17
"d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ProcessConsentResult.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 2, 5, 18
"d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ScopeViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 4, 16
"d:\workshops\eShop\src\Identity.API\Quickstart\Device\DeviceAuthorizationInputModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 4, 11
"d:\workshops\eShop\src\Identity.API\Quickstart\Device\DeviceAuthorizationViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 4, 12
"d:\workshops\eShop\src\Identity.API\Quickstart\Device\DeviceController.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 10, 32, 215
"d:\workshops\eShop\src\Identity.API\Quickstart\Diagnostics\DiagnosticsController.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 5, 23
"d:\workshops\eShop\src\Identity.API\Quickstart\Diagnostics\DiagnosticsViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 2, 8, 29
"d:\workshops\eShop\src\Identity.API\Quickstart\Extensions.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 4, 23
"d:\workshops\eShop\src\Identity.API\Quickstart\Grants\GrantsController.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 11, 12, 86
"d:\workshops\eShop\src\Identity.API\Quickstart\Grants\GrantsViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 5, 24
"d:\workshops\eShop\src\Identity.API\Quickstart\Home\ErrorViewModel.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 5, 19
"d:\workshops\eShop\src\Identity.API\Quickstart\Home\HomeController.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 8, 8, 59
"d:\workshops\eShop\src\Identity.API\Quickstart\SecurityHeadersAttribute.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 12, 8, 53
"d:\workshops\eShop\src\Identity.API\Services\EFLoginService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 6, 35
"d:\workshops\eShop\src\Identity.API\Services\ILoginService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"d:\workshops\eShop\src\Identity.API\Services\IRedirectService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\workshops\eShop\src\Identity.API\Services\ProfileService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 26, 119
"d:\workshops\eShop\src\Identity.API\Services\RedirectService.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 6, 30
"d:\workshops\eShop\src\Identity.API\UsersSeed.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 12, 99
"d:\workshops\eShop\src\Identity.API\Views\Account\AccessDenied.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\workshops\eShop\src\Identity.API\Views\Account\LoggedOut.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 6, 35
"d:\workshops\eShop\src\Identity.API\Views\Account\Login.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 3, 47
"d:\workshops\eShop\src\Identity.API\Views\Account\Logout.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"d:\workshops\eShop\src\Identity.API\Views\Consent\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 8, 105
"d:\workshops\eShop\src\Identity.API\Views\Device\Success.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
"d:\workshops\eShop\src\Identity.API\Views\Device\UserCodeCapture.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 24
